SYMBOL,ENSEMBL,ENTREZID
NTF4,ENSG00000225950,4909
NTHL1,ENSG00000065057,4913
NTM,ENSG00000182667,50863
NTMT1,ENSG00000148335,28989
NTMT2,ENSG00000203740,149281
NTN1,ENSG00000065320,9423
NTN3,ENSG00000162068,4917
NTN4,ENSG00000074527,59277
NTN5,ENSG00000142233,126147
NTNG1,ENSG00000162631,22854
NTNG2,ENSG00000196358,84628
NTPCR,ENSG00000135778,84284
NTRK1,ENSG00000198400,4914
NTRK2,ENSG00000148053,4915
NTRK3,ENSG00000140538,4916
NTS,ENSG00000133636,4922
NTSR1,ENSG00000101188,4923
NTSR2,ENSG00000169006,23620
NUAK1,ENSG00000074590,9891
NUAK2,ENSG00000163545,81788
NUB1,ENSG00000013374,51667
NUBP1,ENSG00000103274,4682
NUBP2,ENSG00000095906,10101
NUBPL,ENSG00000151413,80224
NUCB1,ENSG00000104805,4924
NUCB2,ENSG00000070081,4925
NUCKS1,ENSG00000069275,64710
NUDC,ENSG00000090273,10726
NUDCD1,ENSG00000120526,84955
NUDCD2,ENSG00000170584,134492
NUDCD3,ENSG00000015676,23386
NUDT1,ENSG00000106268,4521
NUDT10,ENSG00000122824,170685
NUDT11,ENSG00000196368,55190
NUDT12,ENSG00000112874,83594
NUDT13,ENSG00000166321,25961
NUDT14,ENSG00000183828,256281
NUDT15,ENSG00000136159,55270
NUDT16,ENSG00000198585,131870
NUDT16-DT,ENSG00000250608,339874
NUDT16L1,ENSG00000168101,84309
NUDT17,ENSG00000186364,200035
NUDT18,ENSG00000275074,79873
NUDT19,ENSG00000213965,390916
NUDT19P5,ENSG00000251073,100422445
NUDT2,ENSG00000164978,318
NUDT21,ENSG00000167005,11051
NUDT22,ENSG00000149761,84304
NUDT3,ENSG00000272325,11165
NUDT4,ENSG00000173598,11163
NUDT5,ENSG00000165609,11164
NUDT6,ENSG00000170917,11162
NUDT7,ENSG00000140876,283927
NUDT8,ENSG00000167799,254552
NUDT9,ENSG00000170502,53343
NUF2,ENSG00000143228,83540
NUFIP1,ENSG00000083635,26747
NUFIP2,ENSG00000108256,57532
NUGGC,ENSG00000189233,389643
NUMA1,ENSG00000137497,4926
NUMB,ENSG00000133961,8650
NUMBL,ENSG00000105245,9253
NUP107,ENSG00000111581,57122
NUP133,ENSG00000069248,55746
NUP153,ENSG00000124789,9972
NUP153-AS1,ENSG00000272269,105374952
NUP155,ENSG00000113569,9631
NUP160,ENSG00000030066,23279
NUP188,ENSG00000095319,23511
NUP205,ENSG00000155561,23165
NUP210,ENSG00000132182,23225
NUP210L,ENSG00000143552,91181
NUP214,ENSG00000126883,8021
NUP35,ENSG00000163002,129401
NUP37,ENSG00000075188,79023
NUP42,ENSG00000136243,11097
NUP43,ENSG00000120253,348995
NUP50,ENSG00000093000,10762
NUP50-DT,ENSG00000226328,100506714
NUP54,ENSG00000138750,53371
NUP58,ENSG00000139496,9818
NUP62,ENSG00000213024,23636
NUP62CL,ENSG00000198088,54830
NUP85,ENSG00000125450,79902
NUP88,ENSG00000108559,4927
NUP93,ENSG00000102900,9688
NUP98,ENSG00000110713,4928
NUPR1,ENSG00000176046,26471
NUPR2,ENSG00000185290,389493
NUS1,ENSG00000153989,116150
NUSAP1,ENSG00000137804,51203
NUTF2,ENSG00000102898,10204
NUTM2A,ENSG00000184923,728118
NUTM2A-AS1,ENSG00000223482,728190
NUTM2B,ENSG00000188199,729262
NUTM2B-AS1,ENSG00000225484,101060691
NUTM2D,ENSG00000214562,728130
NUTM2E,ENSG00000228570,283008
NUTM2G,ENSG00000188152,441457
NVL,ENSG00000143748,4931
NWD1,ENSG00000188039,284434
NWD2,ENSG00000174145,57495
NXF1,ENSG00000162231,10482
NXF3,ENSG00000147206,56000
NXN,ENSG00000167693,64359
NXNL2,ENSG00000130045,158046
NXPE3,ENSG00000144815,91775
NXPE4,ENSG00000137634,54827
NXPH1,ENSG00000122584,30010
NXPH2,ENSG00000144227,11249
NXPH3,ENSG00000182575,11248
NXPH4,ENSG00000182379,11247
NXT1,ENSG00000132661,29107
NXT2,ENSG00000101888,55916
NYAP1,ENSG00000166924,222950
NYNRIN,ENSG00000205978,57523
OAF,ENSG00000184232,220323
OARD1,ENSG00000124596,221443
OAS1,ENSG00000089127,4938
OAS2,ENSG00000111335,4939
OAS3,ENSG00000111331,4940
OASL,ENSG00000135114,8638
OAT,ENSG00000065154,4942
OAZ1,ENSG00000104904,4946
OAZ2,ENSG00000180304,4947
OAZ3,ENSG00000143450,51686
OBI1,ENSG00000152193,79596
OBP2A,ENSG00000122136,29991
OBP2B,ENSG00000171102,29989
OBSCN,ENSG00000154358,84033
OBSCN-AS1,ENSG00000162913,574407
OBSL1,ENSG00000124006,23363
OCA2,ENSG00000104044,4948
OCEL1,ENSG00000099330,79629
OCIAD1,ENSG00000109180,54940
OCIAD1-AS1,ENSG00000248256,100861517
OCIAD2,ENSG00000145247,132299
OCLN,ENSG00000197822,100506658
OCM,ENSG00000122543,654231
OCRL,ENSG00000122126,4952
ODAD1,ENSG00000105479,93233
ODAD2,ENSG00000169126,55130
ODAD3,ENSG00000198003,115948
ODAD4,ENSG00000204815,83538
ODAM,ENSG00000109205,54959
ODAPH,ENSG00000174792,152816
ODC1,ENSG00000115758,4953
ODF2,ENSG00000136811,4957
ODF2L,ENSG00000122417,57489
ODR4,ENSG00000157181,54953
OFD1,ENSG00000046651,8481
OGA,ENSG00000198408,10724
OGDH,ENSG00000105953,4967
OGDHL,ENSG00000197444,55753
OGFOD1,ENSG00000087263,55239
OGFOD2,ENSG00000111325,79676
OGFOD3,ENSG00000181396,79701
OGFR,ENSG00000060491,11054
OGFRL1,ENSG00000119900,79627
OGG1,ENSG00000114026,4968
OGN,ENSG00000106809,4969
OGT,ENSG00000147162,8473
OIP5,ENSG00000104147,11339
OIP5-AS1,ENSG00000247556,729082
OIT3,ENSG00000138315,170392
OLA1,ENSG00000138430,29789
OLAH,ENSG00000152463,55301
OLFM1,ENSG00000130558,10439
OLFM2,ENSG00000105088,93145
OLFM4,ENSG00000102837,10562
OLFML1,ENSG00000183801,283298
OLFML2A,ENSG00000185585,169611
OLFML2B,ENSG00000162745,25903
OLFML3,ENSG00000116774,56944
OLIG1,ENSG00000184221,116448
OLMALINC,ENSG00000235823,90271
OLR1,ENSG00000173391,4973
OMA1,ENSG00000162600,115209
OMD,ENSG00000127083,4958
OMG,ENSG00000126861,4974
ONECUT2,ENSG00000119547,9480
OOEP,ENSG00000203907,441161
OPA1,ENSG00000198836,4976
OPA3,ENSG00000125741,80207
OPCML,ENSG00000183715,4978
OPHN1,ENSG00000079482,4983
OPLAH,ENSG00000178814,26873
OPN3,ENSG00000054277,23596
OPN4,ENSG00000122375,94233
OPRD1,ENSG00000116329,4985
OPRK1,ENSG00000082556,4986
OPRL1,ENSG00000125510,4987
OPRPN,ENSG00000171199,58503
OPTN,ENSG00000123240,10133
OR10AH1P,ENSG00000272595,402246
OR10H1,ENSG00000186723,26539
OR13A1,ENSG00000256574,79290
OR13J1,ENSG00000168828,392309
OR1L8,ENSG00000171496,138881
OR2A1,ENSG00000221970,346528
OR2A20P,ENSG00000170356,401428
OR2A42,ENSG00000212807,402317
OR2A7,ENSG00000243896,401427
OR2B6,ENSG00000124657,26212
OR2C1,ENSG00000168158,4993
OR2I1P,ENSG00000237988,442197
OR2L13,ENSG00000196071,284521
OR2S1P,ENSG00000228307,392313
OR2T8,ENSG00000177462,343172
OR2W3,ENSG00000238243,343171
OR2W6P,ENSG00000168126,81406
OR3A2,ENSG00000221882,4995
OR4K11P,ENSG00000179381,81079
OR4K12P,ENSG00000218549,81078
OR51E1,ENSG00000180785,143503
OR51E2,ENSG00000167332,81285
OR52K3P,ENSG00000225101,390035
OR52N4,ENSG00000181074,390072
OR56A3,ENSG00000184478,390083
OR5BA1P,ENSG00000255303,81210
OR7A5,ENSG00000188269,26659
OR7C1,ENSG00000127530,26664
OR7D2,ENSG00000188000,162998
OR7E102P,ENSG00000168992,400984
OR7E122P,ENSG00000215160,81428
OR7E128P,ENSG00000228915,81175
OR7E12P,ENSG00000189398,10821
OR7E14P,ENSG00000184669,10819
OR7E22P,ENSG00000179799,9431
OR7E38P,ENSG00000183444,389537
OR7E7P,ENSG00000238228,392752
ORAI1,ENSG00000276045,84876
ORAI2,ENSG00000160991,80228
ORAI3,ENSG00000175938,93129
ORC1,ENSG00000085840,4998
ORC2,ENSG00000115942,4999
ORC3,ENSG00000135336,23595
ORC4,ENSG00000115947,5000
ORC5,ENSG00000164815,5001
ORC6,ENSG00000091651,23594
ORM1,ENSG00000229314,5004
ORM2,ENSG00000228278,5005
ORMDL1,ENSG00000128699,94101
ORMDL2,ENSG00000123353,29095
ORMDL3,ENSG00000172057,94103
OS9,ENSG00000135506,10956
OSBP,ENSG00000110048,5007
OSBP2,ENSG00000184792,23762
OSBPL10,ENSG00000144645,114884
OSBPL11,ENSG00000144909,114885
OSBPL1A,ENSG00000141447,114876
OSBPL2,ENSG00000130703,9885
OSBPL3,ENSG00000070882,26031
OSBPL5,ENSG00000021762,114879
OSBPL6,ENSG00000079156,114880
OSBPL7,ENSG00000006025,114881
OSBPL8,ENSG00000091039,114882
OSBPL9,ENSG00000117859,114883
OSCAR,ENSG00000170909,126014
OSCP1,ENSG00000116885,127700
OSER1,ENSG00000132823,51526
OSER1-DT,ENSG00000223891,100505783
OSGEP,ENSG00000092094,55644
OSGEPL1,ENSG00000128694,64172
OSGIN1,ENSG00000140961,29948
OSGIN2,ENSG00000164823,734
OSM,ENSG00000099985,5008
OSMR,ENSG00000145623,9180
OSR1,ENSG00000143867,130497
OSR2,ENSG00000164920,116039
OST4,ENSG00000228474,100128731
OSTC,ENSG00000198856,58505
OSTF1,ENSG00000134996,26578
OSTM1,ENSG00000081087,28962
OTOA,ENSG00000155719,146183
OTOF,ENSG00000115155,9381
OTOGL,ENSG00000165899,283310
OTOR,ENSG00000125879,56914
OTP,ENSG00000171540,23440
OTUB1,ENSG00000167770,55611
OTUB2,ENSG00000089723,78990
OTUD1,ENSG00000165312,220213
OTUD3,ENSG00000169914,23252
OTUD4,ENSG00000164164,54726
OTUD5,ENSG00000068308,55593
OTUD6B,ENSG00000155100,51633
OTUD6B-AS1,ENSG00000253738,100506365
OTUD7A,ENSG00000169918,161725
OTUD7B,ENSG00000264522,56957
OTULIN,ENSG00000154124,90268
OTULIN-DT,ENSG00000261360,728178
OTULINL,ENSG00000145569,54491
OTX1,ENSG00000115507,5013
OVCH1,ENSG00000187950,341350
OVCH1-AS1,ENSG00000257599,101055625
OVCH2,ENSG00000183378,341277
OVGP1,ENSG00000085465,5016
OVOL1,ENSG00000172818,5017
OVOL1-AS1,ENSG00000255120,101927828
OVOL2,ENSG00000125850,58495
OVOL3,ENSG00000105261,728361
OVOS2,ENSG00000177359,144203
OXA1L,ENSG00000155463,5018
OXCT1,ENSG00000083720,5019
OXCT1-AS1,ENSG00000248668,100874002
OXCT2,ENSG00000198754,64064
OXCT2P1,ENSG00000237624,192217
OXER1,ENSG00000162881,165140
OXGR1,ENSG00000165621,27199
OXLD1,ENSG00000204237,339229
OXNAD1,ENSG00000154814,92106
OXR1,ENSG00000164830,55074
OXSM,ENSG00000151093,54995
OXSR1,ENSG00000172939,9943
OXT,ENSG00000101405,5020
OXTR,ENSG00000180914,5021
P2RX1,ENSG00000108405,5023
P2RX2,ENSG00000187848,22953
P2RX4,ENSG00000135124,5025
P2RX5,ENSG00000083454,5026
P2RX5-TAX1BP3,ENSG00000257950,100533970
P2RX6,ENSG00000099957,9127
P2RX7,ENSG00000089041,5027
P2RY1,ENSG00000169860,5028
P2RY10,ENSG00000078589,27334
P2RY11,ENSG00000244165,5032
P2RY12,ENSG00000169313,64805
P2RY13,ENSG00000181631,53829
P2RY14,ENSG00000174944,9934
P2RY2,ENSG00000175591,5029
P2RY4,ENSG00000186912,5030
P2RY6,ENSG00000171631,5031
P2RY8,ENSG00000182162,286530
P3H1,ENSG00000117385,64175
P3H2,ENSG00000090530,55214
P3H3,ENSG00000110811,10536
P3H4,ENSG00000141696,10609
P4HA1,ENSG00000122884,5033
P4HA2,ENSG00000072682,8974
P4HA3,ENSG00000149380,283208
P4HB,ENSG00000185624,5034
P4HTM,ENSG00000178467,54681
PA2G4,ENSG00000170515,5036
PAAF1,ENSG00000175575,80227
PABIR1,ENSG00000187866,116224
PABIR2,ENSG00000156504,159090
PABIR3,ENSG00000156500,159091
PABPC1,ENSG00000070756,26986
PABPC1L,ENSG00000101104,80336
PABPC3,ENSG00000151846,5042
PABPC4,ENSG00000090621,8761
PABPC4L,ENSG00000254535,132430
PABPC5,ENSG00000174740,140886
PABPN1,ENSG00000100836,8106
PACC1,ENSG00000065600,55248
PACRG,ENSG00000112530,135138
PACRG-AS1,ENSG00000281692,285796
PACRGL,ENSG00000163138,133015
PACS1,ENSG00000175115,55690
PACS2,ENSG00000179364,23241
PACSIN1,ENSG00000124507,29993
PACSIN2,ENSG00000100266,11252
PACSIN3,ENSG00000165912,29763
PADI1,ENSG00000142623,29943
PADI2,ENSG00000117115,11240
PADI3,ENSG00000142619,51702
PADI4,ENSG00000159339,23569
PAEP,ENSG00000122133,5047
PAF1,ENSG00000006712,54623
PAFAH1B1,ENSG00000007168,5048
PAFAH1B2,ENSG00000168092,5049
PAFAH1B3,ENSG00000079462,5050
PAFAH2,ENSG00000158006,5051
PAG1,ENSG00000076641,55824
PAGR1,ENSG00000280789,79447
PAH,ENSG00000171759,5053
PAICS,ENSG00000128050,10606
PAIP1,ENSG00000172239,10605
PAIP1P1,ENSG00000233892,100421582
PAIP2,ENSG00000120727,51247
PAIP2B,ENSG00000124374,400961
PAK1,ENSG00000149269,5058
PAK1IP1,ENSG00000111845,55003
PAK2,ENSG00000180370,5062
PAK3,ENSG00000077264,5063
PAK4,ENSG00000130669,10298
PAK5,ENSG00000101349,57144
PAK6,ENSG00000137843,56924
PAK6-AS1,ENSG00000176753,644809
PALB2,ENSG00000083093,79728
PALD1,ENSG00000107719,27143
PALLD,ENSG00000129116,23022
PALM,ENSG00000099864,5064
PALM2AKAP2,ENSG00000157654,445815
PALM3,ENSG00000187867,342979
PALMD,ENSG00000099260,54873
PALS1,ENSG00000072415,64398
PALS2,ENSG00000105926,51678
PAM,ENSG00000145730,5066
PAM16,ENSG00000217930,51025
PAMR1,ENSG00000149090,25891
PAN2,ENSG00000135473,9924
PAN3,ENSG00000152520,255967
PANK1,ENSG00000152782,53354
PANK2,ENSG00000125779,80025
PANK3,ENSG00000120137,79646
PANK4,ENSG00000157881,55229
PANO1,ENSG00000288675,101927423
PANX1,ENSG00000110218,24145
PANX2,ENSG00000073150,56666
PAOX,ENSG00000148832,196743
PAPLN,ENSG00000100767,89932
PAPOLA,ENSG00000090060,10914
PAPOLG,ENSG00000115421,64895
PAPPA,ENSG00000182752,5069
PAPPA2,ENSG00000116183,60676
PAPSS1,ENSG00000138801,9061
PAPSS2,ENSG00000198682,9060
PAQR3,ENSG00000163291,152559
PAQR4,ENSG00000162073,124222
PAQR5,ENSG00000137819,54852
PAQR5-DT,ENSG00000261634,102723548
PAQR6,ENSG00000160781,79957
PAQR7,ENSG00000182749,164091
PAQR8,ENSG00000170915,85315
PARAIL,ENSG00000251136,101929709
PARD3,ENSG00000148498,56288
PARD3-DT,ENSG00000226386,100505601
PARD3B,ENSG00000116117,117583
PARD6A,ENSG00000102981,50855
PARD6B,ENSG00000124171,84612
PARD6G,ENSG00000178184,84552
PARD6G-AS1,ENSG00000267270,100130522
PARG,ENSG00000227345,8505
PARK7,ENSG00000116288,11315
PARK7P1,ENSG00000257243,100422296
PARL,ENSG00000175193,55486
PARLP2,ENSG00000217648,100131471
PARM1,ENSG00000169116,25849
PARN,ENSG00000140694,5073
PARP1,ENSG00000143799,142
PARP10,ENSG00000178685,84875
PARP11,ENSG00000111224,57097
PARP11-AS1,ENSG00000256862,105369609
PARP12,ENSG00000059378,64761
PARP14,ENSG00000173193,54625
PARP15,ENSG00000173200,165631
PARP16,ENSG00000138617,54956
PARP2,ENSG00000129484,10038
PARP3,ENSG00000041880,10039
PARP4,ENSG00000102699,143
PARP4P1,ENSG00000237917,347613
PARP6,ENSG00000137817,56965
PARP8,ENSG00000151883,79668
PARP9,ENSG00000138496,83666
PARPBP,ENSG00000185480,55010
PARS2,ENSG00000162396,25973
PART1,ENSG00000152931,25859
PARTICL,ENSG00000286532,100630918
PARVA,ENSG00000197702,55742
PARVB,ENSG00000188677,29780
PARVG,ENSG00000138964,64098
PASK,ENSG00000115687,23178
PATJ,ENSG00000132849,10207
PATL1,ENSG00000166889,219988
PATL2,ENSG00000229474,197135
PATZ1,ENSG00000100105,23598
PAWR,ENSG00000177425,5074
PAX1,ENSG00000125813,5075
PAX2,ENSG00000075891,5076
PAX3,ENSG00000135903,5077
PAX5,ENSG00000196092,5079
PAX6,ENSG00000007372,5080
PAX7,ENSG00000009709,5081
PAX8,ENSG00000125618,7849
PAX8-AS1,ENSG00000189223,654433
PAX9,ENSG00000198807,5083
PAXBP1,ENSG00000159086,94104
PAXBP1-AS1,ENSG00000238197,100506215
PAXIP1,ENSG00000157212,22976
PAXIP1-DT,ENSG00000273344,202781
PAXX,ENSG00000148362,286257
PBDC1,ENSG00000102390,51260
PBK,ENSG00000168078,55872
PBLD,ENSG00000108187,64081
PBRM1,ENSG00000163939,55193
PBX1,ENSG00000185630,5087
PBX2,ENSG00000204304,5089
PBX3,ENSG00000167081,5090
PBX4,ENSG00000105717,80714
PBXIP1,ENSG00000163346,57326
PC,ENSG00000173599,5091
PCARE,ENSG00000179270,388939
PCAT1,ENSG00000253438,100750225
PCAT18,ENSG00000265369,728606
PCAT19,ENSG00000267107,100505495
PCAT2,ENSG00000254166,103164619
PCAT29,ENSG00000245750,104472713
PCAT6,ENSG00000228288,100506696
PCAT7,ENSG00000231806,101928099
PCBD1,ENSG00000166228,5092
PCBD2,ENSG00000132570,84105
PCBP1,ENSG00000169564,5093
PCBP1-AS1,ENSG00000179818,400960
PCBP2,ENSG00000197111,5094
PCBP3,ENSG00000183570,54039
PCBP4,ENSG00000090097,57060
PCCA,ENSG00000175198,5095
PCCA-DT,ENSG00000274605,105370333
PCCB,ENSG00000114054,5096
PCDH1,ENSG00000156453,5097
PCDH10,ENSG00000138650,57575
PCDH10-DT,ENSG00000250241,101927359
PCDH11X,ENSG00000102290,27328
PCDH12,ENSG00000113555,51294
PCDH17,ENSG00000118946,27253
PCDH18,ENSG00000189184,54510
PCDH19,ENSG00000165194,57526
PCDH7,ENSG00000169851,5099
PCDH8,ENSG00000136099,5100
PCDH9,ENSG00000184226,5101
PCDHA10,ENSG00000250120,56139
PCDHA11,ENSG00000249158,56138
PCDHA12,ENSG00000251664,56137
PCDHA13,ENSG00000239389,56136
PCDHA2,ENSG00000204969,56146
PCDHA3,ENSG00000255408,56145
PCDHA4,ENSG00000204967,56144
PCDHA5,ENSG00000204965,56143
PCDHA6,ENSG00000081842,56142
PCDHA7,ENSG00000204963,56141
PCDHA8,ENSG00000204962,56140
PCDHA9,ENSG00000204961,9752
PCDHAC1,ENSG00000248383,56135
PCDHAC2,ENSG00000243232,56134
PCDHB1,ENSG00000171815,29930
PCDHB10,ENSG00000120324,56126
PCDHB11,ENSG00000197479,56125
PCDHB12,ENSG00000120328,56124
PCDHB13,ENSG00000187372,56123
PCDHB14,ENSG00000120327,56122
PCDHB15,ENSG00000113248,56121
PCDHB16,ENSG00000272674,57717
PCDHB17P,ENSG00000255622,54661
PCDHB2,ENSG00000112852,56133
PCDHB3,ENSG00000113205,56132
PCDHB4,ENSG00000081818,56131
PCDHB5,ENSG00000113209,26167
PCDHB6,ENSG00000113211,56130
PCDHB7,ENSG00000113212,56129
PCDHB8,ENSG00000120322,56128
PCDHB9,ENSG00000177839,56127
PCDHGA1,ENSG00000204956,56114
PCDHGA10,ENSG00000253846,56106
PCDHGA11,ENSG00000253873,56105
PCDHGA12,ENSG00000253159,26025
PCDHGA2,ENSG00000081853,56113
PCDHGA3,ENSG00000254245,56112
PCDHGA4,ENSG00000262576,56111
PCDHGA5,ENSG00000253485,56110
PCDHGA6,ENSG00000253731,56109
PCDHGA7,ENSG00000253537,56108
PCDHGA8,ENSG00000253767,9708
PCDHGA9,ENSG00000261934,56107
PCDHGB1,ENSG00000254221,56104
PCDHGB2,ENSG00000253910,56103
PCDHGB3,ENSG00000262209,56102
PCDHGB4,ENSG00000253953,8641
PCDHGB5,ENSG00000276547,56101
PCDHGB6,ENSG00000253305,56100
PCDHGB7,ENSG00000254122,56099
PCDHGB9P,ENSG00000276545,84055
PCDHGC3,ENSG00000240184,5098
PCDHGC4,ENSG00000242419,56098
PCDHGC5,ENSG00000240764,56097
PCED1A,ENSG00000132635,64773
PCED1B,ENSG00000179715,91523
PCED1B-AS1,ENSG00000247774,100233209
PCF11,ENSG00000165494,51585
PCGF1,ENSG00000115289,84759
PCGF2,ENSG00000277258,7703
PCGF3,ENSG00000185619,10336
PCGF3-AS1,ENSG00000249592,100129917
PCGF5,ENSG00000180628,84333
PCGF6,ENSG00000156374,84108
PCHILR,ENSG00000260884,129810500
PCID2,ENSG00000126226,55795
PCIF1,ENSG00000100982,63935
PCK1,ENSG00000124253,5105
PCK2,ENSG00000100889,5106
PCLAF,ENSG00000166803,9768
PCLO,ENSG00000186472,27445
PCM1,ENSG00000078674,5108
PCMT1,ENSG00000120265,5110
PCMTD1,ENSG00000168300,115294
PCMTD2,ENSG00000203880,55251
PCNA,ENSG00000132646,5111
PCNP,ENSG00000081154,57092
PCNT,ENSG00000160299,5116
PCNX1,ENSG00000100731,22990
PCNX2,ENSG00000135749,80003
PCNX3,ENSG00000197136,399909
PCNX4,ENSG00000126773,64430
PCOLCE,ENSG00000106333,5118
PCOLCE-AS1,ENSG00000224729,100129845
PCOLCE2,ENSG00000163710,26577
PCP2,ENSG00000174788,126006
PCP4,ENSG00000183036,5121
PCP4L1,ENSG00000248485,654790
PCSK1,ENSG00000175426,5122
PCSK1N,ENSG00000102109,27344
PCSK2,ENSG00000125851,5126
PCSK4,ENSG00000115257,54760
PCSK5,ENSG00000099139,5125
PCSK6,ENSG00000140479,5046
PCSK7,ENSG00000160613,9159
PCSK9,ENSG00000169174,255738
PCTP,ENSG00000141179,58488
PCYOX1,ENSG00000116005,51449
PCYOX1L,ENSG00000145882,78991
PCYT1A,ENSG00000161217,5130
PCYT1B,ENSG00000102230,9468
PCYT2,ENSG00000185813,5833
PDAP1,ENSG00000106244,11333
PDC-AS1,ENSG00000229739,102724919
PDCD1,ENSG00000188389,5133
PDCD10,ENSG00000114209,11235
PDCD11,ENSG00000148843,22984
PDCD1LG2,ENSG00000197646,80380
PDCD2,ENSG00000071994,5134
PDCD2L,ENSG00000126249,84306
PDCD4,ENSG00000150593,27250
PDCD5,ENSG00000105185,9141
PDCD6,ENSG00000249915,10016
PDCD6IP,ENSG00000170248,10015
PDCD6IP-DT,ENSG00000271643,105377023
PDCD6IPP1,ENSG00000275325,100861430
PDCD7,ENSG00000090470,10081
PDCL,ENSG00000136940,5082
PDCL3,ENSG00000115539,79031
PDE10A,ENSG00000112541,10846
PDE11A,ENSG00000128655,50940
PDE12,ENSG00000174840,201626
PDE1A,ENSG00000115252,5136
PDE1B,ENSG00000123360,5153
PDE1C,ENSG00000154678,5137
PDE2A,ENSG00000186642,5138
PDE3A,ENSG00000172572,5139
PDE3B,ENSG00000152270,5140
PDE4A,ENSG00000065989,5141
PDE4B,ENSG00000184588,5142
PDE4D,ENSG00000113448,5144
PDE4DIP,ENSG00000178104,9659
PDE5A,ENSG00000138735,8654
PDE6A,ENSG00000132915,5145
PDE6B,ENSG00000133256,5158
PDE6C,ENSG00000095464,5146
PDE6D,ENSG00000156973,5147
PDE6G,ENSG00000185527,5148
PDE7A,ENSG00000205268,5150
PDE7A-DT,ENSG00000272192,118568829
PDE7B,ENSG00000171408,27115
PDE8A,ENSG00000073417,5151
PDE8B,ENSG00000113231,8622
PDE9A,ENSG00000160191,5152
PDE9A-AS1,ENSG00000225731,101928284
PDF,ENSG00000258429,64146
PDGFA,ENSG00000197461,5154
PDGFA-DT,ENSG00000223855,441307
PDGFB,ENSG00000100311,5155
PDGFC,ENSG00000145431,56034
PDGFD,ENSG00000170962,80310
PDGFRA,ENSG00000134853,5156
PDGFRB,ENSG00000113721,5159
PDGFRL,ENSG00000104213,5157
PDGFRL2P,ENSG00000285420,116435296
PDHA1,ENSG00000131828,5160
PDHB,ENSG00000168291,5162
PDHX,ENSG00000110435,8050
PDIA2,ENSG00000185615,64714
PDIA3,ENSG00000167004,2923
PDIA4,ENSG00000155660,9601
PDIA5,ENSG00000065485,10954
PDIA6,ENSG00000143870,10130
PDIK1L,ENSG00000175087,149420
PDK1,ENSG00000152256,5163
PDK1-AS1,ENSG00000232788,124900513
PDK2,ENSG00000005882,5164
PDK3,ENSG00000067992,5165
PDK4,ENSG00000004799,5166
PDLIM1,ENSG00000107438,9124
PDLIM1P4,ENSG00000249274,100419185
PDLIM2,ENSG00000120913,64236
PDLIM3,ENSG00000154553,27295
PDLIM4,ENSG00000131435,8572
PDLIM5,ENSG00000163110,10611
PDLIM7,ENSG00000196923,9260
PDP1,ENSG00000164951,54704
PDP2,ENSG00000172840,57546
PDPK1,ENSG00000140992,5170
PDPK2P,ENSG00000205918,653650
PDPN,ENSG00000162493,10630
PDPR,ENSG00000090857,55066
PDRG1,ENSG00000088356,81572
PDS5A,ENSG00000121892,23244
PDS5B,ENSG00000083642,23047
PDSS1,ENSG00000148459,23590
PDSS2,ENSG00000164494,57107
PDXDC1,ENSG00000179889,23042
PDXDC2P-NPIPB14P,ENSG00000196696,283970
PDXK,ENSG00000160209,8566
PDXP,ENSG00000241360,57026
PDZD11,ENSG00000120509,51248
PDZD2,ENSG00000133401,23037
PDZD4,ENSG00000067840,57595
PDZD7,ENSG00000186862,79955
PDZD8,ENSG00000165650,118987
PDZD9,ENSG00000155714,255762
PDZK1,ENSG00000174827,5174
PDZK1IP1,ENSG00000162366,10158
PDZPH1P,ENSG00000226926,105379197
PDZRN3,ENSG00000121440,23024
PDZRN4,ENSG00000165966,29951
PEA15,ENSG00000162734,8682
PEAK1,ENSG00000173517,79834
PEAK3,ENSG00000188305,374872
PEAR1,ENSG00000187800,375033
PEBP1,ENSG00000089220,5037
PEBP4,ENSG00000134020,157310
PECAM1,ENSG00000261371,5175
PECR,ENSG00000115425,55825
PEDS1,ENSG00000240849,387521
PEF1,ENSG00000162517,553115
PEG10,ENSG00000242265,23089
PEG13,ENSG00000282164,359809
PEG3,ENSG00000198300,5178
PELATON,ENSG00000224397,100506115
PELI1,ENSG00000197329,57162
PELI2,ENSG00000139946,57161
PELI3,ENSG00000174516,246330
PELO,ENSG00000152684,53918
PELO-AS1,ENSG00000248898,125775243
PELP1,ENSG00000141456,27043
PELP1-DT,ENSG00000244184,101559451
PEMT,ENSG00000133027,10400
PENK,ENSG00000181195,5179
PEPD,ENSG00000124299,5184
PER1,ENSG00000179094,5187
PER2,ENSG00000132326,8864
PER3,ENSG00000049246,8863
PERCC1,ENSG00000284395,105371045
PERM1,ENSG00000187642,84808
PERP,ENSG00000112378,64065
PES1,ENSG00000100029,23481
PET100,ENSG00000229833,100131801
PET117,ENSG00000232838,100303755
PEX1,ENSG00000127980,5189
PEX10,ENSG00000157911,5192
PEX11A,ENSG00000166821,8800
PEX11B,ENSG00000131779,8799
PEX11G,ENSG00000104883,92960
PEX12,ENSG00000108733,5193
PEX13,ENSG00000162928,5194
PEX14,ENSG00000142655,5195
PEX16,ENSG00000121680,9409
PEX19,ENSG00000162735,5824
PEX2,ENSG00000164751,5828
PEX26,ENSG00000215193,55670
PEX3,ENSG00000034693,8504
